my,vwretd,vwretx,E,Real_E,year,cpi,tb3ms,tb1yr,log_cpi,log_lcpi,inflation,L_inflation,exp_inflation,rfree,X,Pt,Dt,Rt
1989m12,.00608263,-.002209938,22.87,45.49162200634418,1989,733.13519,7.6300001,7.21,6.5973301,6.5885677,.0087623596,.0072255135,.0074270167,.068872981,.99779004,13.907248,.11558223,.0060826298
1990m3,-.03347703,-.04149629,21.67,42.23385341880343,1990,748.25153,7.9000001,7.7600002,6.6177392,6.5973301,.020409107,.0087623596,.0082251821,.070774816,.95850372,13.330149,.11152583,-.033477031
1990m6,.05369282,.0444093,21.26,41.05201254811394,1990,755.22815,7.73,7.5300002,6.6270199,6.6177392,.0092806816,.020409107,.014273954,.063026048,1.0444093,13.922131,.1237507,.053692821
1990m9,-.1488791,-.1563612,21.74,41.09310527505652,1990,771.50677,7.3600001,7.2399998,6.6483455,6.6270199,.021325588,.0092806816,.0084943743,.065105624,.84363878,11.745249,.10416678,-.1488791
1990m12,.08347718,.07290697,21.34,40.00540261584455,1990,777.90228,6.7399998,6.6100001,6.656601,6.6483455,.0082554817,.021325588,.01474993,.052650068,1.072907,12.60156,.12414975,.083477177
1991m3,.1612906,.1521569,20.94,38.90659755555556,1991,784.87952,5.9099998,6,6.6655302,6.656601,.0089292526,.0082554817,.0079619335,.051138066,1.1521569,14.518974,.11509886,.1612906
1991m6,-.001791971,-.009647185,19.41,35.79867650735294,1991,790.69336,5.5700002,5.96,6.6729102,6.6655302,.0073800087,.0089292526,.0083118584,.047388144,.99035281,14.378907,.11404965,-.001791971
1991m9,.06306999,.05534123,17.82,32.57871362973762,1991,797.66998,5.2199998,5.2600002,6.681695,6.6729102,.008784771,.0073800087,.0075072544,.044692744,1.0553412,15.174654,.11113112,.063069992
1991m12,.08450413,.07653912,15.97,29.04831823785352,1991,801.7403,4.0700002,4.1700001,6.6867847,6.681695,.0050897598,.008784771,.0082368217,.032463182,1.0765392,16.336109,.12086627,.084504128
1992m3,-.0118315,-.01850134,16.19,29.15251826992104,1992,809.88,4.04,4.4000001,6.6968861,6.6867847,.010101318,.0050897598,.0063178074,.034082193,.98149866,16.033869,.10895924,-.0118315
1992m6,.0002889295,-.006760225,17.05,30.50399447218261,1992,815.11298,3.6600001,3.98,6.7033267,6.6968861,.0064406395,.010101318,.0089205746,.027679427,.99323976,15.925476,.11302522,.0002889295
1992m9,.030924,.02388662,18.04,32.0239364472753,1992,821.50873,2.9100001,3.0599999,6.7111425,6.7033267,.0078158379,.0064406395,.0070193904,.022080611,1.0238866,16.305882,.11207363,.030924
1992m12,.07030566,.0631536,19.09,33.74456832276251,1992,824.99738,3.22,3.55,6.7153802,6.7111425,.0042376518,.0078158379,.0077336035,.024466397,1.0631536,17.335657,.11662064,.07030566
1993m3,.04368497,.03700022,19.84,34.65513314763232,1993,834.88062,2.95,3.2,6.7272887,6.7153802,.011908531,.0042376518,.0058752624,.023624739,1.0370002,17.977079,.11588454,.043684971
1993m6,.008905774,.002350782,19.33,33.57724075484764,1993,839.53223,3.0699999,3.3900001,6.7328448,6.7272887,.0055561066,.011908531,.0098591549,.020840844,1.0023508,18.019341,.11783961,.008905774
1993m9,.03932077,.03294043,20.41,35.28222263955893,1993,843.60205,2.95,3.22,6.7376809,6.7328448,.0048360825,.0055561066,.0065600057,.022939995,1.0329404,18.612904,.11496952,.039320771
1993m12,.01965754,.01333442,21.89,37.65898247599452,1993,847.67145,3.0599999,3.45,6.7424932,6.7376809,.0048122406,.0048360825,.0061860592,.02441394,1.0133344,18.861095,.11769162,.019657539
1994m3,-.03961367,-.04551008,22.71,38.69810227581523,1994,855.81049,3.5,4.1100001,6.752049,6.7424932,.0095558167,.0048122406,.0061736768,.028826322,.95448995,18.002726,.11121275,-.039613672
1994m6,-.009510473,-.01607108,25.2,42.70897702702703,1994,860.46136,4.1399999,4.98,6.7574687,6.752049,.0054197311,.0095558167,.0086372662,.032762732,.98392892,17.713404,.11810881,-.0095104733
1994m9,.05479855,.04829933,27.33,45.88485652610442,1994,868.60138,4.6199999,5.4299998,6.7668843,6.7574687,.0094156265,.0054197311,.0064891786,.03971082,1.0482993,18.568949,.11512331,.054798551
1994m12,-.01092296,-.01762445,30.6,51.27196593186374,1994,870.34558,5.5999999,6.6700001,6.7688904,6.7668843,.0020060539,.0094156265,.0085644582,.047435541,.98237556,18.24168,.12443963,-.01092296
1995m3,.08950759,.08280185,32.55,53.92690075957728,1995,880.22882,5.73,6.0300002,6.7801819,6.7688904,.011291504,.0020060539,.0047162757,.052583724,1.0828018,19.752125,.12232397,.089507587
1995m6,.09294293,.08642414,34.43,56.6301253442623,1995,886.62463,5.4699998,5.3299999,6.7874217,6.7801819,.0072398186,.011291504,.0095387008,.045161296,1.0864241,21.459185,.12875995,.092942931
1995m9,.08865578,.08224131,35.18,57.59932761096606,1995,890.69427,5.2800002,5.3099999,6.7920012,6.7874217,.0045795441,.0072398186,.0074344464,.045365557,1.0822413,23.224016,.1376493,.088655777
1995m12,.046659,.04088491,33.96,55.4931842345277,1995,892.4386,5.1399999,5.0300002,6.7939577,6.7920012,.0019564629,.0045795441,.0060528251,.045347173,1.0408849,24.173527,.13409756,.046659
1996m3,.05632308,.05099253,34.04,54.83795902376365,1996,905.229,4.96,5.0599999,6.808188,6.7939577,.014230251,.0019564629,.0046905205,.044909481,1.0509925,25.406195,.12885819,.056323081
1996m6,.04425175,.03908183,34.91,55.88061745373325,1996,911.04333,5.0900002,5.48,6.8145905,6.808188,.0064024925,.014230251,.011064948,.039835054,1.0390818,26.399115,.131348,.044251751
1996m9,.02869677,.023413,36,57.22368821292776,1996,917.4386,5.0900002,5.5,6.8215857,6.8145905,.0069952011,.0064024925,.0069995788,.043900423,1.0234129,27.017197,.13948685,.02869677
1996m12,.06789553,.06265881,38.73,61.25261831651955,1996,922.09015,4.9099998,5.1799998,6.826643,6.8215857,.0050573349,.0069952011,.0073074037,.041792594,1.0626588,28.71006,.14148149,.067895532
1997m3,.005076764,.0005666171,40.24,63.08387075,1997,930.23016,5.1399999,5.4699998,6.8354321,6.826643,.0087890625,.0050573349,.0063009672,.045099031,1.0005666,28.726328,.12948659,.0050767642
1997m6,.1662868,.1613633,40.55,63.45088443543356,1997,931.97412,4.9299998,5.3800001,6.8373051,6.8354321,.0018730164,.0087890625,.0082390504,.041060947,1.1613632,33.361702,.14143407,.1662868
1997m9,.09813629,.09379776,40.64,63.23667196029778,1997,937.2074,4.9499998,5.23,6.8429046,6.8373051,.0055994987,.0018730164,.0046471823,.044852816,1.0937978,36.490955,.14474075,.098136291
1997m12,.01264687,.008536314,39.72,61.76681624302542,1997,937.78851,5.1599998,5.2399998,6.8435245,6.8429046,.00061988831,.0055994987,.0065825414,.045017458,1.0085363,36.802456,.14999811,.01264687
1998m3,.1334453,.1295138,39.54,61.14573347718866,1998,943.02069,5.0300002,5.1100001,6.8490882,6.8435245,.005563736,.00061988831,.0039963666,.046303637,1.1295137,41.568878,.14468886,.13344529
1998m6,.01633574,.0127847,38.97,59.96849438650308,1998,947.67267,4.98,5.1300001,6.8540092,6.8490882,.0049209595,.005563736,.006563968,.043236032,1.0127847,42.100327,.14761275,.016335741
1998m9,-.1250268,-.1285057,38.09,58.39935051955992,1998,951.1604,4.6100001,4.5,6.8576827,6.8540092,.0036735535,.0049209595,.0062301401,.03986986,.87149429,36.690193,.14646283,-.12502681
1998m12,.212973,.2087054,37.71,57.71091003660769,1998,952.90454,4.3899999,4.3200002,6.8595147,6.8576827,.0018320084,.0036735535,.0055822963,.038317703,1.2087054,44.347637,.15657906,.212973
1999m3,.03679723,.03345359,38.38,58.34469448484849,1999,959.30042,4.4400001,4.5300002,6.8662043,6.8595147,.0066895485,.0018320084,.0046258848,.039774116,1.0334536,45.831223,.14828253,.036797229
1999m6,.07959428,.07577928,41.02,61.90774434416368,1999,966.27765,4.5700002,4.8200002,6.8734512,6.8662043,.0072469711,.0066895485,.0071486621,.038551338,1.0757793,49.304283,.17484611,.079594277
1999m9,-.06231592,-.06541437,43.96,65.67307194758786,1999,976.1618,4.6799998,4.96,6.8836284,6.8734512,.010177135,.0072469711,.0074381609,.039361838,.93458563,46.079075,.15276685,-.062315919
1999m12,.1934974,.1900006,48.17,71.79147465834819,1999,978.48773,5.1999998,5.5100002,6.8860083,6.8836284,.0023798943,.010177135,.0089599499,.043040048,1.1900007,54.834126,.16112931,.1934974
2000m3,.04392951,.04114399,50.95,74.64844611565422,2000,995.34845,5.6900001,5.8600001,6.9030929,6.8860083,.017084599,.0023798943,.0049104309,.05198957,1.041144,57.090221,.15274155,.04392951
2000m6,-.04943753,-.05210117,51.92,75.54013665893272,2000,1002.3254,5.6900001,5.8299999,6.910078,6.9030929,.0069851875,.017084599,.012547361,.044352639,.94789881,54.115753,.1520678,-.04943753
2000m9,.001962038,-.0006532043,53.7,77.54518048359242,2000,1009.8834,6,5.79,6.9175901,6.910078,.0075120926,.0069851875,.0073022027,.052697796,.99934679,54.080406,.1415258,.001962038
2000m12,-.106472,-.1091599,50,72.07772988505748,2000,1011.6281,5.77,5.3299999,6.9193163,6.9175901,.0017261505,.0075120926,.0075758523,.050124146,.89084011,48.176994,.14536272,-.106472
2001m3,-.1293531,-.1319679,45.44,64.68636730987515,2001,1024.4191,4.4200001,4.1100001,6.931881,6.9193163,.012564659,.0017261505,.0045709074,.039629094,.8680321,41.819176,.12597321,-.12935311
2001m6,.07593771,.07261841,36.79,51.84300053370787,2001,1034.8837,3.49,3.3699999,6.9420443,6.931881,.010163307,.012564659,.010199917,.024700083,1.0726184,44.856018,.1388104,.075937711
2001m9,-.1607139,-.1638097,28.31,39.82619997195738,2001,1036.6276,2.6400001,,6.943728,6.9420443,.001683712,.010163307,.0089527685,.017447233,.83619028,37.508167,.13886526,-.1607139
2001m12,.1286003,.1245635,24.69,35.04813268251274,2001,1027.3257,1.6900001,,6.9347143,6.943728,-.0090136528,.001683712,.0045488668,.012351134,1.1245635,42.180313,.15141296,.1286003
2002m3,.005685809,.002375957,24.7,34.65052209172259,2002,1039.5356,1.79,,6.9465294,6.9347143,.011815071,-.0090136528,-.0010068398,.018906839,1.002376,42.280533,.13961059,.0056858091
2002m6,-.1256799,-.1289676,26.74,37.28297704280156,2002,1045.9308,1.7,,6.9526625,6.9465294,.0061330795,.011815071,.0098106163,.0071893842,.87103242,36.827713,.13900571,-.1256799
2002m9,-.166364,-.1700675,30.04,41.62954817679558,2002,1052.3257,1.63,,6.9587579,6.9526625,.0060954094,.0061330795,.0068596583,.009440342,.82993251,30.564518,.13639143,-.166364
2002m12,.07995142,.07496124,27.59,38.25546431730238,2002,1051.7443,1.1900001,,6.9582052,6.9587579,-.00055265427,.0060954094,.006840094,.0050599067,1.0749612,32.855671,.15252244,.07995142
2003m3,-.02850906,-.03287472,30.32,41.2876262757872,2003,1070.9304,1.13,,6.9762831,6.9582052,.01807785,-.00055265427,.0033874037,.0079125967,.9671253,31.775549,.14343669,-.02850906
2003m6,.1702269,.1648723,34.55,47.17579627109418,2003,1068.0231,.92000002,,6.9735646,6.9762831,-.0027184486,.01807785,.013063208,-.003863208,1.1648723,37.014458,.17014535,.1702269
2003m9,.03911139,.03468989,38.58,52.2518395788337,2003,1076.7437,.94,,6.9816966,6.9735646,.0081319809,-.0027184486,.0022625921,.007137408,1.0346899,38.298485,.16365942,.039111391
2003m12,.1269601,.1218994,48.74,66.33466397178513,2003,1071.5106,.89999998,,6.9768248,6.9816966,-.0048718452,.0081319809,.0078977933,.0011022064,1.1218994,42.967045,.19381714,.1269601
2004m3,.02779115,.02388871,52,69.60077908217717,2004,1089.5342,.94,,6.9935055,6.9768248,.016680717,-.0048718452,.0011442197,.0082557807,1.0238887,43.993473,.16767631,.02779115
2004m6,.01087886,.006265354,56.15,74.24424130205588,2004,1102.9066,1.27,,7.0057044,6.9935055,.012198925,.016680717,.012337604,.00036239621,1.0062654,44.269108,.20296416,.01087886
2004m9,-.01522235,-.01935846,57.77,76.30583457082676,2004,1104.0701,1.65,,7.0067587,7.0057044,.001054287,.012198925,.010009972,.0064900275,.98064154,43.412128,.18310189,-.01522235
2004m12,.1044018,.09710805,58.55,77.17354584866001,2004,1106.3958,2.1900001,,7.008863,7.0067587,.0021042824,.001054287,.004221973,.017678028,1.097108,47.627792,.31663722,.1044018
2005m3,-.0213502,-.02558791,60.22,78.14284899120538,2005,1123.8378,2.74,,7.0245047,7.008863,.015641689,.0021042824,.0047672912,.022632709,.97441208,46.409096,.20183277,-.021350199
2005m6,.02347523,.01860829,63.26,81.58116930591261,2005,1130.8135,2.97,,7.0306926,7.0245047,.0061879158,.015641689,.011797981,.017902019,1.0186083,47.272694,.22587028,.02347523
2005m9,.04813482,.04379694,66.47,83.86671697686117,2005,1155.8137,3.4200001,,7.0525599,7.0306926,.021867275,.0061879158,.0068881377,.027311863,1.0437969,49.34309,.20506327,.048134819
2005m12,.02212903,.01716682,69.83,89.00149296239837,2005,1144.1852,3.8900001,,7.042448,7.0525599,-.010111809,.021867275,.015031257,.023868745,1.0171669,50.190155,.24485077,.022129031
2006m3,.05810831,.05343769,72.67,91.23049266766769,2006,1161.6273,4.5100002,,7.0575771,7.042448,.015129089,-.010111809,-.0015771702,.046677172,1.0534377,52.872204,.23441914,.058108311
2006m6,-.01884098,-.02372918,74.49,92.08656453918187,2006,1179.6508,4.79,,7.0729737,7.0575771,.015396595,.015129089,.011531761,.03636824,.97627079,51.617588,.25844991,-.01884098
2006m9,.04304006,.03849545,78.56999999999999,97.1303715377033,2006,1179.6514,4.8099999,,7.0729742,7.0729737,4.7683716e-07,.015396595,.011670691,.036429308,1.0384954,53.60463,.23458181,.04304006
2006m12,.07322494,.06787079,81.51000000000001,101.3141429881071,2006,1173.2562,4.8499999,,7.0675383,7.0729742,-.0054359436,4.7683716e-07,.0036746738,.044825327,1.0678707,57.242813,.28700721,.073224939
2007m3,.01813748,.01366599,83.15000000000001,101.5649035558456,2007,1193.908,4.9400001,,7.0849872,7.0675383,.017448902,-.0054359436,.00085125351,.048548747,1.013666,58.025097,.25596067,.018137479
2007m6,.06439333,.05917839,84.92,102.233364978498,2007,1211.3499,4.6100001,,7.0994906,7.0849872,.014503479,.017448902,.012736563,.033363439,1.0591784,61.458927,.3025974,.064393327
2007m9,.01958336,.01507981,78.59999999999999,94.56222025037172,2007,1212.1531,3.8900001,,7.1001534,7.0994906,.00066280365,.014503479,.011206849,.027693152,1.0150799,62.385715,.27678335,.019583359
2007m12,-.02904479,-.03400085,66.18000000000001,79.03389176141235,2007,1221.1411,3,,7.1075411,7.1001534,.0073876381,.00066280365,.004018655,.025981344,.96599913,60.264549,.30918735,-.02904479
2008m3,-.09239121,-.09689101,60.39,70.93989497864449,2008,1241.4441,1.26,,7.1240306,7.1075411,.016489506,.0073876381,.0075112167,.0050887833,.90310901,54.425457,.27117842,-.092391208
2008m6,-.008421015,-.01380746,51.37,58.88610371775244,2008,1272.1829,1.86,2.3499999,7.1484895,7.1240306,.024458885,.016489506,.012238298,.0063617025,.98619252,53.673977,.29315972,-.008421015
2008m9,-.100139,-.1049303,45.95,52.68079089783029,2008,1271.996,1.13,1.86,7.1483426,7.1484895,-.00014686584,.024458885,.016377216,-.0050772163,.89506972,48.041954,.25716811,-.100139
2008m12,-.2381778,-.2440187,14.88,17.75385695530567,2008,1222.2585,.029999999,.47,7.1084557,7.1483426,-.039886951,-.00014686584,.003598151,-.0032981511,.75598133,36.318821,.28060824,-.23817781
2009m3,-.0980679,-.1054544,6.86,8.08944252476388,2009,1236.6826,.20999999,.62,7.1201878,7.1084557,.011732101,-.039886951,-.017040974,.019140974,.89454561,32.488842,.26826897,-.098067902
2009m6,.1819991,.1748994,7.51,8.733417658431195,2009,1254.0317,.18000001,.49000001,7.134119,7.1201878,.013931274,.011732101,.0097675258,-.0079675261,1.1748995,38.17112,.23066103,.1819991
2009m9,.1676068,.1617598,12.54,14.5641942593613,2009,1255.6354,.12,.38,7.135397,7.134119,.0012779236,.013931274,.010909673,-.009709673,1.1617599,44.345676,.22318654,.1676068
2009m12,.05735128,.05156376,50.97,59.20300897434117,2009,1255.5198,.050000001,.34999999,7.1353049,7.135397,-.000092029572,.0012779236,.0043381192,-.0038381191,1.0515637,46.632305,.25665149,.05735128
2010m3,.0611739,.05613538,60.93,70.22484096934721,2010,1265.2976,.15000001,.37,7.1430626,7.1353049,.0077576637,-.000092029572,.0036266304,-.0021266304,1.0561354,49.250031,.2349578,.061173901
2010m6,-.1100561,-.1146558,67.09999999999999,77.21756497602826,2010,1267.2394,.12,.30000001,7.1445961,7.1430626,.0015335083,.0077576637,.0077033904,-.0065033906,.88534421,43.60323,.22653536,-.1100561
2010m9,.1188848,.1126022,71.86,82.5158498711311,2010,1269.996,.15000001,.25,7.146769,7.1445961,.0021729469,.0015335083,.0044708578,-.0029708578,1.1126022,48.51305,.27394164,.1188848
2010m12,.1157079,.1093276,77.34999999999999,88.52006430816822,2010,1274.2981,.14,.28,7.1501508,7.146769,.0033817291,.0021729469,.0048029521,-.0034029521,1.1093276,53.81686,.30952781,.1157079
2011m3,.06266682,.05792237,81.31,91.26639707428838,2011,1299.2275,.1,.23999999,7.1695251,7.1501508,.019374371,.0033817291,.0054307366,-.0044307364,1.0579224,56.934063,.2553314,.062666818
2011m6,-.0055248,-.01036785,83.87000000000001,93.19939587191325,2011,1312.3372,.039999999,.17,7.179565,7.1695251,.010039806,.019374371,.01373656,-.01333656,.98963213,56.343777,.27573451,-.0055248002
2011m9,-.1581595,-.1626601,86.98,96.15819581381206,2011,1319.1218,.0099999998,.1,7.1847215,7.179565,.005156517,.010039806,.0088886274,-.0087886276,.83733988,47.17889,.25358081,-.15815949
2011m12,.1139259,.1071842,86.95,96.64341156634409,2011,1312.0444,.0099999998,.11,7.1793418,7.1847215,-.0053796768,.005156517,.0063524777,-.0062524779,1.1071842,52.235722,.31806591,.1139259
2012m3,.1259933,.1200949,88.54000000000001,96.81476455151011,2012,1333.673,.079999998,.18000001,7.1956921,7.1793418,.016350269,-.0053796768,.00088047585,-.000080475875,1.1200949,58.508965,.30810717,.1259933
2012m6,-.03649247,-.04207231,87.92,96.100792058498,2012,1334.1742,.090000004,.18000001,7.1960678,7.1956921,.00037574768,.016350269,.012165984,-.011265984,.9579277,56.047359,.32647067,-.036492471
2012m9,.06481041,.05873824,86.5,93.76050962157584,2012,1345.3881,.11,.17,7.2044377,7.1960678,.0083699226,.00037574768,.0038695717,-.0027695717,1.0587382,59.339481,.34032908,.06481041
2012m12,.003964953,-.004243096,86.51000000000001,94.5089374828507,2012,1334.8882,.07,.15000001,7.1966028,7.2044377,-.0078349113,.0083699226,.0080213686,-.0073213684,.99575692,59.0877,.48706138,.0039649531
2013m3,.1041962,.09850384,87.7,94.50337818389592,2013,1353.3304,.090000004,.14,7.2103238,7.1966028,.013720989,-.0078349113,-.00039465711,.0012946571,1.0985038,64.908066,.33634847,.1041962
2013m6,.02174505,.01597665,90.95,97.69868599681377,2013,1357.5801,.050000001,.14,7.213459,7.2103238,.0031352043,.013720989,.01080046,-.01030046,1.0159767,65.945076,.3744157,.02174505
2013m9,.06473392,.05901159,94.37000000000001,101.0932110963532,2013,1361.3301,.02,.11,7.2162175,7.213459,.002758503,.0031352043,.0053027035,-.0051027033,1.0590116,69.836601,.37735948,.064733922
2013m12,.09615796,.09043306,100.2,107.8452003655884,2013,1354.9349,.07,.13,7.2115088,7.2162175,-.0047087669,.002758503,.0051070624,-.0044070622,1.090433,76.152138,.39980757,.096157961
2014m3,.01960583,.01443182,100.85,107.0546140808234,2014,1373.7957,.050000001,.12,7.2253327,7.2115088,.013823986,-.0047087669,.0012289148,-.00072891481,1.0144318,77.251152,.39401191,.01960583
2014m6,.05092858,.04549002,103.12,108.5227640836945,2014,1385.7151,.039999999,.1,7.2339716,7.2253327,.0086388588,.013823986,.010853952,-.010453952,1.04549,80.765305,.42013502,.050928582
2014m9,-.005696334,-.01067855,105.96,111.6577243300243,2014,1383.9011,.02,.1,7.2326617,7.2339716,-.0013098717,.0086388588,.0081610419,-.0079610422,.98932147,79.902855,.40239018,-.0056963339
2014m12,.0402981,.03472124,102.31,109.2894249655043,2014,1365.1869,.029999999,.2,7.2190466,7.2326617,-.013615131,-.0013098717,.0029941406,-.0026941407,1.0347213,82.677177,.44560704,.040298101
2015m3,.01625207,.01090417,99.25,105.4338156819231,2015,1372.7859,.029999999,.23999999,7.2245975,7.2190466,.0055508614,-.013615131,-.0033966305,.0036966305,1.0109042,83.578705,.44214928,.016252071
2015m6,-.0001513537,-.005330513,94.91,99.75914462491305,2015,1387.4315,.02,.25999999,7.2352095,7.2245975,.010612011,.0055508614,.0065572816,-.0063572815,.9946695,83.133194,.43286744,-.0001513537
2015m9,-.08108774,-.08604942,90.66,95.56953552291498,2015,1383.4023,.02,.34999999,7.2323012,7.2352095,-.0029082298,.010612011,.0091858041,-.0089858044,.91395056,75.97963,.41248029,-.081087738
2015m12,.05386665,.04780807,86.53,91.76350561251454,2015,1375.1458,.23,.63,7.226315,7.2323012,-.0059862137,-.0029082298,.0021640288,.00013597122,1.0478081,79.612061,.46032867,.053866651
2016m3,.009710829,.003639264,86.44,91.0494533284061,2016,1384.4886,.28999999,.63999999,7.2330861,7.226315,.0067710876,-.0059862137,.00056546921,.0023345307,1.0036392,79.901787,.4833698,.0097108288
2016m6,.02943055,.0236595,86.92,90.45875021782607,2016,1401.2675,.27000001,.54000002,7.2451324,7.2330861,.012046337,.0067710876,.0071910094,-.0044910093,1.0236595,81.792221,.46111721,.02943055
2016m9,.04555063,.03999204,89.09,92.55964198435974,2016,1403.6509,.28999999,.57999998,7.2468319,7.2451324,.0016994476,.012046337,.0099307252,-.0070307255,1.0399921,85.063263,.45464942,.045550629
2016m12,.03927375,.03347965,94.55,98.23065614748667,2016,1403.6743,.50999999,.83999997,7.2468486,7.2468319,.000016689301,.0016994476,.0045570391,.00054296077,1.0334797,87.911156,.49286506,.03927375
2017m3,.05843514,.05313834,100.29,103.1816557151119,2017,1417.4479,.74000001,.98000002,7.2566133,7.2468486,.0097646713,.000016689301,.0036830937,.0037169063,1.0531384,92.582611,.46564782,.058435138
2017m6,.02891806,.02352817,104.02,106.5150276989651,2017,1424.1584,.98000002,1.17,7.2613363,7.2566133,.0047230721,.0097646713,.0087457355,.0010542647,1.0235282,94.760918,.49901009,.02891806
2017m9,.04662452,.04121415,107.08,108.8203498920262,2017,1434.995,1.03,1.25,7.2689166,7.2613363,.0075802803,.0047230721,.0061273668,.0041726329,1.0412141,98.666405,.51269162,.046624519
2017m12,.06071707,.05536966,109.88,111.799481348672,2017,1433.2792,1.3200001,1.65,7.2677202,7.2689166,-.0011963844,.0075802803,.0076112659,.0055887345,1.0553696,104.12952,.52760971,.060717069
2018m3,-.009498787,-.01430358,115.44,116.0304900742925,2018,1450.8964,1.7,2,7.2799368,7.2677202,.012216568,-.0011963844,.0030530805,.01394692,.98569643,102.6401,.50032079,-.0094987871
2018m6,.03856739,.03333497,122.48,121.9169076427939,2018,1465.0536,1.9,2.25,7.2896471,7.2799368,.0097103119,.012216568,.010019135,.0089808647,1.033335,106.06161,.53705609,.03856739
2018m9,.06516875,.05970281,130.39,129.5591762564422,2018,1467.6693,2.1300001,2.47,7.291431,7.2896471,.0017838478,.0097103119,.0087175043,.012582497,1.0597028,112.39378,.5797264,.065168753
2018m12,-.1438096,-.1487165,,,2018,1460.6583,2.3699999,2.5699999,7.2866426,7.291431,-.0047883987,.0017838478,.0046008723,.019099128,.85128349,95.67897,.55150503,-.1438096
